Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
36,74,69,Sandy,Soybean,36,5,5,NPK 10-26-26
24,79,41,Clayey,Soybean,40,2,40,DAP
31,60,40,Sandy,Wheat,7,0,59,NPK 10-26-26
30,88,74,Loamy,Rice,59,42,19,MOP
34,37,29,Sandy,Cotton,44,44,38,NPK 14-35-14
31,47,26,Red,Pulses,11,30,38,Urea
24,70,21,Sandy,Rice,33,2,17,NPK 10-26-26
39,69,79,Black,Sugarcane,5,41,1,NPK 14-35-14
36,46,29,Black,Millets,55,23,46,NPK 17-17-17
29,53,20,Red,Cotton,2,39,24,Urea
32,59,73,Black,Tobacco,33,47,40,NPK 14-35-14
40,52,78,Black,Maize,31,38,53,NPK 10-26-26
18,74,48,Black,Tobacco,41,32,0,MOP
28,57,15,Black,Wheat,46,14,55,DAP
22,87,56,Black,Ground Nuts,12,41,40,Urea
18,50,64,Clayey,Sugarcane,42,24,43,NPK 17-17-17
29,60,25,Clayey,Soybean,26,18,55,DAP
32,37,29,Red,Soybean,18,8,14,NPK 20-20-20
34,53,24,Black,Sugarcane,47,44,15,MOP
24,43,59,Black,Ground Nuts,53,15,45,DAP
27,71,66,Sandy,Rice,23,21,4,MOP
21,83,71,Loamy,Wheat,10,54,34,Urea
25,43,71,Black,Soybean,29,32,17,MOP
25,64,15,Red,Pulses,15,1,25,NPK 10-26-26
31,41,62,Black,Millets,30,6,51,DAP
20,55,46,Sandy,Rice,55,38,51,NPK 17-17-17
30,62,20,Black,Sugarcane,57,54,58,NPK 17-17-17
25,88,37,Loamy,Pulses,5,39,9,NPK 10-26-26
28,41,15,Clayey,Pulses,0,32,59,Urea
19,80,28,Sandy,Soybean,0,54,1,NPK 14-35-14
21,69,22,Sandy,Ground Nuts,0,37,33,Urea
29,58,76,Red,Sugarcane,60,7,8,NPK 10-26-26
34,46,25,Clayey,Barley,32,54,56,NPK 10-26-26
37,43,42,Clayey,Ground Nuts,20,34,33,NPK 10-26-26
20,58,58,Black,Ground Nuts,27,46,46,NPK 14-35-14
24,85,40,Loamy,Sugarcane,22,46,13,MOP
35,63,49,Clayey,Wheat,3,12,11,NPK 20-20-20
32,50,32,Red,Rice,1,28,10,NPK 10-26-26
25,65,23,Black,Cotton,33,36,17,MOP
25,70,34,Sandy,Millets,26,38,7,MOP
40,68,61,Sandy,Millets,55,45,60,NPK 17-17-17
18,83,51,Red,Wheat,42,10,1,NPK 10-26-26
31,86,17,Red,Wheat,13,40,36,Urea
18,74,65,Clayey,Pulses,3,48,17,NPK 14-35-14
25,62,78,Clayey,Soybean,1,10,31,NPK 10-26-26
28,60,58,Red,Tobacco,37,33,55,NPK 10-26-26
20,81,28,Sandy,Ground Nuts,4,48,17,NPK 14-35-14
33,42,32,Clayey,Maize,20,50,29,NPK 14-35-14
21,67,70,Red,Tobacco,6,59,44,Urea
36,44,68,Clayey,Wheat,46,15,43,DAP
39,90,59,Black,Soybean,54,12,33,DAP
27,81,15,Red,Cotton,19,24,28,Urea
26,57,39,Black,Pulses,17,10,31,NPK 10-26-26
39,84,40,Sandy,Wheat,57,7,0,NPK 10-26-26
38,61,60,Clayey,Ground Nuts,24,19,55,DAP
32,62,38,Red,Rice,19,0,56,NPK 10-26-26
40,81,42,Loamy,Millets,29,35,1,MOP
23,54,36,Red,Ground Nuts,44,34,26,NPK 10-26-26
21,61,61,Sandy,Tobacco,59,49,59,NPK 17-17-17
29,74,34,Red,Sugarcane,34,52,44,NPK 14-35-14
40,53,49,Clayey,Ground Nuts,54,40,31,NPK 10-26-26
38,46,22,Clayey,Soybean,6,1,5,NPK 20-20-20
32,72,76,Red,Ground Nuts,24,23,56,NPK 10-26-26
21,80,21,Black,Ground Nuts,45,2,55,DAP
34,45,26,Black,Wheat,10,0,9,NPK 20-20-20
33,50,26,Sandy,Wheat,50,44,54,NPK 17-17-17
38,67,29,Sandy,Rice,23,27,28,NPK 10-26-26
25,42,61,Sandy,Sugarcane,31,9,22,DAP
22,44,42,Black,Tobacco,20,24,13,MOP
19,76,53,Black,Maize,8,16,52,NPK 10-26-26
35,80,77,Red,Sugarcane,57,45,13,MOP
23,88,26,Loamy,Ground Nuts,15,39,44,Urea
18,73,16,Black,Rice,5,41,59,Urea
23,76,42,Black,Tobacco,46,3,47,DAP
32,83,77,Clayey,Barley,42,54,28,NPK 14-35-14
23,44,21,Black,Sugarcane,14,60,18,NPK 14-35-14
38,61,77,Red,Pulses,42,58,37,NPK 14-35-14
26,69,71,Black,Cotton,49,23,59,NPK 17-17-17
38,76,76,Clayey,Maize,31,35,25,NPK 10-26-26
36,72,61,Sandy,Tobacco,47,33,42,NPK 17-17-17
40,59,32,Sandy,Pulses,50,8,36,DAP
32,82,52,Red,Rice,14,44,35,Urea
38,62,64,Loamy,Rice,30,53,2,MOP
37,61,53,Black,Ground Nuts,11,9,17,NPK 20-20-20
22,41,19,Clayey,Millets,36,24,1,MOP
19,36,69,Sandy,Wheat,54,26,2,MOP
36,73,48,Clayey,Wheat,47,18,4,NPK 10-26-26
38,56,72,Red,Maize,41,29,23,NPK 10-26-26
37,77,41,Sandy,Millets,36,51,32,NPK 14-35-14
28,54,37,Sandy,Millets,50,0,57,DAP
30,37,44,Loamy,Wheat,0,23,38,Urea
24,76,60,Clayey,Rice,18,34,55,Urea
28,48,31,Black,Maize,34,29,17,MOP
33,63,70,Loamy,Millets,58,0,34,DAP
34,75,44,Black,Sugarcane,45,25,15,MOP
37,85,73,Loamy,Wheat,37,35,44,NPK 10-26-26
21,59,71,Loamy,Ground Nuts,3,18,58,NPK 10-26-26
28,36,48,Loamy,Soybean,13,48,42,Urea
31,73,74,Red,Ground Nuts,35,14,58,DAP
33,61,71,Sandy,Barley,7,22,38,Urea
28,66,79,Sandy,Millets,17,38,1,NPK 10-26-26
31,71,49,Sandy,Ground Nuts,31,34,56,NPK 10-26-26
24,46,80,Clayey,Soybean,3,49,37,Urea
36,57,28,Clayey,Pulses,49,38,24,NPK 10-26-26
23,85,28,Black,Wheat,5,1,42,NPK 10-26-26
21,61,51,Loamy,Tobacco,47,53,49,NPK 14-35-14
39,35,15,Sandy,Rice,18,4,23,NPK 10-26-26
21,48,67,Black,Pulses,14,26,24,Urea
31,52,31,Clayey,Ground Nuts,26,58,29,NPK 14-35-14
36,66,29,Red,Barley,25,10,19,NPK 10-26-26
35,77,77,Sandy,Rice,14,17,22,NPK 10-26-26
28,68,38,Black,Rice,48,45,53,NPK 17-17-17
34,59,77,Loamy,Pulses,42,24,49,NPK 17-17-17
28,44,25,Sandy,Soybean,14,29,60,Urea
40,44,44,Clayey,Rice,57,45,13,MOP
26,44,57,Clayey,Pulses,39,36,10,MOP
25,65,72,Black,Wheat,10,52,44,Urea
32,64,19,Loamy,Pulses,2,51,0,NPK 14-35-14
36,57,26,Black,Cotton,28,14,17,NPK 10-26-26
38,65,67,Sandy,Sugarcane,45,39,32,NPK 10-26-26
29,43,30,Sandy,Cotton,32,42,31,NPK 14-35-14
33,59,76,Clayey,Wheat,39,58,28,NPK 14-35-14
37,48,78,Loamy,Millets,40,57,1,MOP
27,47,66,Loamy,Ground Nuts,48,17,53,DAP
39,89,34,Clayey,Rice,39,25,11,MOP
31,36,27,Loamy,Soybean,59,28,12,MOP
37,82,35,Clayey,Ground Nuts,25,44,60,NPK 10-26-26
24,41,79,Red,Wheat,17,4,21,NPK 10-26-26
19,36,15,Loamy,Ground Nuts,44,6,40,DAP
29,65,51,Sandy,Maize,37,4,47,DAP
32,65,56,Loamy,Sugarcane,37,33,51,NPK 10-26-26
24,89,57,Black,Millets,23,23,25,NPK 10-26-26
35,38,23,Clayey,Tobacco,46,60,11,MOP
30,49,70,Red,Wheat,8,17,34,NPK 10-26-26
20,46,70,Clayey,Cotton,11,38,15,NPK 10-26-26
36,83,32,Sandy,Barley,39,4,25,DAP
36,37,47,Clayey,Sugarcane,50,21,4,MOP
36,72,55,Clayey,Sugarcane,17,5,41,NPK 10-26-26
40,62,50,Loamy,Millets,56,42,4,MOP
28,51,74,Black,Rice,13,23,57,Urea
24,41,58,Loamy,Tobacco,5,42,41,Urea
19,73,22,Red,Ground Nuts,13,13,22,NPK 10-26-26
28,80,69,Red,Soybean,46,58,16,MOP
32,61,66,Clayey,Barley,46,47,58,NPK 17-17-17
35,60,21,Red,Barley,40,6,28,DAP
24,75,40,Black,Maize,35,37,26,NPK 10-26-26
39,44,22,Black,Tobacco,26,9,2,NPK 10-26-26
32,37,65,Black,Sugarcane,41,51,25,NPK 14-35-14
27,87,25,Clayey,Pulses,30,34,37,NPK 10-26-26
22,63,43,Sandy,Maize,10,24,28,Urea
29,46,56,Clayey,Soybean,15,57,54,Urea
28,43,33,Black,Cotton,0,50,17,NPK 14-35-14
24,60,34,Sandy,Cotton,11,38,52,Urea
40,72,72,Sandy,Wheat,6,4,2,NPK 20-20-20
18,51,38,Sandy,Cotton,49,48,4,MOP
27,86,51,Clayey,Rice,3,13,52,NPK 10-26-26
19,71,41,Red,Wheat,4,25,31,Urea
28,84,72,Loamy,Pulses,0,4,20,NPK 10-26-26
35,49,38,Loamy,Pulses,48,9,6,NPK 10-26-26
30,80,18,Clayey,Millets,1,50,4,NPK 14-35-14
32,63,74,Loamy,Sugarcane,48,43,53,NPK 17-17-17
29,47,34,Red,Cotton,52,4,4,NPK 10-26-26
35,50,39,Sandy,Wheat,32,50,60,NPK 10-26-26
19,63,69,Sandy,Soybean,31,45,6,MOP
40,80,52,Red,Rice,51,37,33,NPK 10-26-26
31,67,44,Loamy,Pulses,17,10,47,NPK 10-26-26
29,66,38,Black,Millets,34,58,7,MOP
26,43,53,Loamy,Ground Nuts,59,60,38,NPK 14-35-14
27,77,77,Loamy,Wheat,37,40,47,NPK 10-26-26
26,53,41,Red,Maize,1,55,60,Urea
37,45,70,Loamy,Tobacco,1,14,11,NPK 20-20-20
24,59,31,Red,Soybean,21,16,27,DAP
31,57,17,Clayey,Barley,21,29,12,MOP
22,49,60,Sandy,Cotton,9,32,3,NPK 10-26-26
37,84,32,Black,Tobacco,15,25,51,Urea
31,73,31,Sandy,Pulses,57,56,46,NPK 17-17-17
27,40,29,Black,Sugarcane,47,9,18,NPK 10-26-26
34,52,69,Black,Millets,5,28,24,Urea
24,52,37,Black,Maize,47,16,57,DAP
28,40,16,Loamy,Tobacco,3,60,45,Urea
28,60,57,Black,Rice,6,60,57,Urea
40,42,21,Loamy,Sugarcane,34,34,40,NPK 10-26-26
22,70,42,Loamy,Pulses,2,8,34,NPK 10-26-26
24,37,31,Clayey,Wheat,39,43,15,MOP
30,63,45,Clayey,Barley,51,52,11,MOP
39,64,64,Clayey,Millets,22,21,17,MOP
38,90,50,Sandy,Sugarcane,13,55,26,Urea
20,44,61,Red,Rice,9,44,46,Urea
24,37,58,Loamy,Pulses,45,56,29,NPK 14-35-14
26,47,43,Red,Cotton,10,14,37,NPK 10-26-26
30,67,54,Black,Sugarcane,13,51,5,NPK 14-35-14
32,55,57,Loamy,Millets,16,30,23,Urea
32,88,35,Loamy,Rice,53,60,9,MOP
27,41,66,Clayey,Rice,10,58,18,NPK 14-35-14
18,74,51,Black,Rice,53,27,22,NPK 10-26-26
32,52,69,Loamy,Rice,22,11,36,DAP
21,82,42,Loamy,Soybean,0,13,30,NPK 10-26-26
28,63,76,Clayey,Wheat,20,4,35,DAP
34,54,39,Clayey,Cotton,32,15,43,DAP
18,83,27,Red,Ground Nuts,0,0,28,NPK 10-26-26
36,55,26,Red,Sugarcane,4,49,33,Urea
20,38,73,Red,Cotton,52,5,10,NPK 10-26-26
28,77,74,Clayey,Wheat,52,15,56,DAP
38,51,21,Sandy,Millets,12,39,59,Urea
33,80,70,Red,Pulses,31,39,48,NPK 10-26-26
23,61,66,Sandy,Rice,25,13,43,DAP
34,52,79,Sandy,Sugarcane,24,41,14,MOP
36,80,40,Black,Tobacco,37,3,20,DAP
29,86,45,Red,Maize,26,21,51,NPK 10-26-26
25,45,37,Loamy,Soybean,19,34,21,Urea
18,54,75,Red,Wheat,14,39,4,NPK 10-26-26
36,55,30,Black,Barley,36,54,1,MOP
39,61,17,Sandy,Tobacco,50,0,30,DAP
39,37,36,Clayey,Maize,33,21,45,NPK 10-26-26
24,84,44,Black,Sugarcane,10,56,39,Urea
21,70,15,Loamy,Wheat,38,19,50,DAP
27,83,65,Red,Ground Nuts,57,6,9,NPK 10-26-26
35,87,49,Sandy,Ground Nuts,41,35,24,NPK 10-26-26
29,88,70,Red,Tobacco,2,53,21,Urea
31,52,34,Clayey,Sugarcane,3,20,58,Urea
24,67,56,Loamy,Cotton,34,34,3,MOP
32,64,78,Loamy,Tobacco,3,56,33,Urea
18,55,29,Clayey,Maize,43,49,27,NPK 14-35-14
37,75,73,Clayey,Sugarcane,14,38,55,Urea
24,61,50,Red,Pulses,25,10,23,DAP
27,83,30,Black,Maize,48,40,54,NPK 17-17-17
28,46,64,Sandy,Cotton,2,19,53,NPK 10-26-26
20,64,80,Red,Barley,7,28,56,Urea
28,70,15,Sandy,Wheat,34,31,58,NPK 10-26-26
23,38,71,Sandy,Soybean,32,20,44,NPK 10-26-26
35,84,68,Clayey,Maize,44,17,8,NPK 10-26-26
25,40,57,Black,Barley,16,26,50,Urea
37,56,63,Clayey,Pulses,16,22,52,Urea
38,45,78,Black,Ground Nuts,1,44,49,Urea
20,50,22,Red,Pulses,32,22,52,NPK 10-26-26
27,60,27,Sandy,Maize,11,25,60,Urea
27,87,19,Loamy,Tobacco,13,40,58,Urea
28,36,74,Clayey,Sugarcane,25,27,8,MOP
37,78,51,Clayey,Millets,20,48,22,NPK 14-35-14
30,85,49,Loamy,Pulses,52,20,55,NPK 17-17-17
25,41,20,Red,Sugarcane,53,2,19,NPK 10-26-26
37,40,22,Loamy,Rice,10,5,38,NPK 10-26-26
25,36,40,Loamy,Ground Nuts,0,17,59,NPK 10-26-26
32,37,47,Loamy,Cotton,53,12,41,DAP
36,57,50,Clayey,Wheat,27,49,32,NPK 14-35-14
19,43,22,Clayey,Soybean,49,60,28,NPK 14-35-14
20,89,66,Clayey,Maize,23,28,28,NPK 10-26-26
31,48,29,Sandy,Barley,1,40,60,Urea
24,39,47,Clayey,Wheat,44,49,4,MOP
23,35,28,Loamy,Sugarcane,11,45,51,Urea
36,37,38,Black,Sugarcane,13,16,24,NPK 10-26-26
29,63,26,Loamy,Pulses,42,17,1,NPK 10-26-26
28,39,17,Black,Maize,22,0,18,NPK 10-26-26
37,61,25,Red,Maize,5,37,9,NPK 10-26-26
28,68,72,Clayey,Millets,55,3,9,NPK 10-26-26
31,59,43,Clayey,Maize,2,29,25,Urea
27,85,54,Loamy,Millets,9,6,50,NPK 10-26-26
21,51,63,Loamy,Millets,26,56,3,MOP
39,59,26,Black,Ground Nuts,22,5,5,NPK 10-26-26
40,57,63,Sandy,Millets,11,44,21,Urea
22,82,77,Sandy,Millets,24,44,56,NPK 10-26-26
29,52,42,Black,Millets,40,11,18,NPK 10-26-26
37,81,18,Clayey,Wheat,36,5,50,DAP
29,41,53,Sandy,Cotton,34,1,36,DAP
35,54,61,Sandy,Pulses,3,8,45,NPK 10-26-26
24,52,67,Clayey,Barley,34,37,16,MOP
23,45,71,Red,Maize,43,25,50,NPK 17-17-17
39,63,66,Loamy,Millets,17,21,60,Urea
24,86,39,Loamy,Soybean,41,25,5,MOP
19,50,40,Clayey,Barley,4,29,34,Urea
24,76,19,Black,Tobacco,4,22,38,Urea
34,84,34,Red,Ground Nuts,14,15,26,NPK 10-26-26
20,69,77,Red,Pulses,48,54,53,NPK 14-35-14
28,52,21,Clayey,Maize,31,18,25,DAP
24,63,67,Red,Tobacco,10,59,23,Urea
26,62,19,Clayey,Barley,45,12,55,DAP
31,76,25,Clayey,Soybean,26,31,22,NPK 10-26-26
25,58,20,Loamy,Soybean,7,36,45,Urea
37,47,23,Loamy,Barley,39,45,50,NPK 10-26-26
35,90,66,Clayey,Millets,51,15,30,DAP
32,65,24,Sandy,Rice,37,9,26,DAP
32,88,22,Clayey,Millets,60,21,22,NPK 10-26-26
20,75,46,Clayey,Millets,40,26,40,NPK 17-17-17
20,41,44,Clayey,Tobacco,30,34,11,MOP
37,42,51,Red,Sugarcane,12,0,49,NPK 10-26-26
30,44,24,Loamy,Pulses,52,51,47,NPK 17-17-17
26,66,60,Sandy,Tobacco,32,2,55,DAP
18,37,59,Clayey,Rice,14,10,29,NPK 10-26-26
40,83,57,Red,Wheat,28,32,1,MOP
24,73,73,Red,Millets,45,26,36,NPK 10-26-26
36,61,16,Sandy,Pulses,14,35,0,NPK 10-26-26
18,71,25,Loamy,Cotton,9,17,2,NPK 20-20-20
33,36,25,Black,Wheat,33,30,15,MOP
38,81,24,Black,Sugarcane,1,21,24,Urea
20,90,53,Red,Sugarcane,43,47,2,MOP
31,56,75,Sandy,Ground Nuts,17,6,7,NPK 20-20-20
19,84,24,Sandy,Maize,17,52,19,NPK 14-35-14
29,85,53,Black,Barley,23,39,57,NPK 10-26-26
18,83,33,Loamy,Rice,5,10,39,NPK 10-26-26
33,55,34,Loamy,Soybean,19,28,11,NPK 10-26-26
36,79,57,Red,Soybean,51,46,5,MOP
22,54,49,Clayey,Tobacco,38,38,24,NPK 10-26-26
22,38,15,Sandy,Millets,24,7,49,DAP
24,67,67,Red,Rice,45,32,3,MOP
32,76,38,Sandy,Rice,7,32,14,NPK 10-26-26
31,67,59,Loamy,Millets,35,30,50,NPK 10-26-26
35,83,64,Red,Tobacco,24,46,54,NPK 10-26-26
30,88,40,Clayey,Soybean,9,20,55,Urea
25,86,35,Black,Sugarcane,30,57,59,NPK 10-26-26
37,36,45,Loamy,Cotton,43,6,60,DAP
34,58,28,Sandy,Soybean,14,52,24,Urea
33,53,79,Loamy,Cotton,41,35,3,MOP
34,47,42,Loamy,Millets,55,4,34,DAP
21,41,23,Sandy,Cotton,59,10,22,DAP
34,37,60,Red,Soybean,1,19,31,NPK 10-26-26
22,47,53,Loamy,Millets,9,38,50,Urea
27,44,21,Sandy,Soybean,17,17,44,NPK 10-26-26
38,72,23,Clayey,Barley,53,2,18,NPK 10-26-26
23,59,54,Red,Ground Nuts,39,3,50,DAP
29,64,77,Loamy,Wheat,5,33,40,Urea
27,76,56,Black,Millets,58,8,31,DAP
30,53,68,Red,Wheat,51,48,40,NPK 17-17-17
20,65,19,Black,Tobacco,28,38,42,NPK 10-26-26
34,42,61,Red,Maize,23,39,12,MOP
19,70,61,Red,Sugarcane,14,43,40,Urea
20,58,65,Black,Sugarcane,52,57,20,NPK 14-35-14
24,84,30,Black,Ground Nuts,9,19,3,NPK 20-20-20
24,86,24,Clayey,Millets,34,13,27,DAP
24,53,24,Black,Sugarcane,35,48,11,MOP
40,44,55,Loamy,Ground Nuts,29,57,45,NPK 14-35-14
19,50,80,Clayey,Cotton,51,6,43,DAP
37,58,33,Black,Millets,0,21,30,Urea
32,45,20,Clayey,Soybean,45,51,4,MOP
30,36,16,Loamy,Millets,28,13,47,DAP
27,45,21,Loamy,Rice,12,9,39,NPK 10-26-26
20,77,77,Black,Millets,37,14,12,NPK 10-26-26
28,46,32,Sandy,Ground Nuts,17,40,26,Urea
19,58,37,Black,Wheat,22,22,19,MOP
20,38,37,Clayey,Millets,5,50,19,NPK 14-35-14
35,63,17,Loamy,Cotton,8,5,44,NPK 10-26-26
20,39,25,Black,Soybean,57,38,6,MOP
36,69,58,Clayey,Barley,5,35,24,Urea
35,81,19,Clayey,Pulses,37,24,24,NPK 10-26-26
23,82,28,Clayey,Maize,7,57,55,Urea
18,37,68,Loamy,Tobacco,45,19,19,NPK 10-26-26
24,39,34,Sandy,Millets,57,39,7,MOP
40,88,60,Loamy,Wheat,57,55,60,NPK 17-17-17
30,76,31,Black,Wheat,22,60,19,MOP
25,38,36,Clayey,Tobacco,60,8,22,DAP
30,55,25,Loamy,Ground Nuts,40,39,34,NPK 10-26-26
33,63,36,Clayey,Maize,55,42,12,MOP
40,63,26,Clayey,Soybean,46,25,12,MOP
27,73,32,Black,Soybean,28,0,1,NPK 10-26-26
22,86,24,Sandy,Pulses,4,60,0,NPK 14-35-14
32,41,80,Clayey,Rice,30,11,40,DAP
34,41,44,Clayey,Wheat,27,46,9,MOP
29,74,34,Black,Tobacco,17,14,40,NPK 10-26-26
26,39,44,Clayey,Sugarcane,55,20,6,MOP
26,36,65,Red,Millets,22,38,42,NPK 10-26-26
20,72,17,Sandy,Pulses,23,58,22,NPK 14-35-14
18,70,59,Black,Barley,4,10,28,NPK 10-26-26
36,88,29,Loamy,Maize,16,40,8,NPK 10-26-26
30,51,34,Loamy,Tobacco,18,35,28,Urea
24,61,43,Loamy,Millets,30,58,25,NPK 14-35-14
31,70,40,Red,Soybean,34,18,22,DAP
22,60,68,Red,Rice,44,17,28,DAP
38,82,70,Black,Cotton,14,51,12,NPK 14-35-14
21,49,73,Sandy,Millets,48,39,50,NPK 17-17-17
31,58,23,Black,Ground Nuts,21,23,16,MOP
26,64,52,Red,Ground Nuts,34,3,22,DAP
35,39,57,Red,Cotton,17,48,23,Urea
23,63,70,Sandy,Rice,6,42,21,Urea
29,75,52,Clayey,Maize,47,15,29,DAP
24,53,59,Black,Wheat,12,33,58,Urea
18,87,61,Loamy,Soybean,52,29,21,NPK 10-26-26
40,58,18,Loamy,Barley,1,2,31,NPK 10-26-26
18,71,51,Loamy,Tobacco,18,57,19,NPK 14-35-14
18,38,29,Sandy,Soybean,57,29,23,NPK 10-26-26
23,58,49,Sandy,Cotton,17,19,13,NPK 20-20-20
18,65,26,Loamy,Sugarcane,28,46,13,MOP
23,79,49,Red,Wheat,25,34,59,NPK 10-26-26
38,88,45,Black,Cotton,18,21,7,NPK 10-26-26
36,59,44,Clayey,Rice,32,57,31,NPK 14-35-14
21,85,43,Clayey,Barley,60,14,31,DAP
32,80,53,Sandy,Rice,40,0,10,NPK 10-26-26
22,56,20,Sandy,Wheat,47,0,29,DAP
36,50,45,Clayey,Tobacco,18,11,48,NPK 10-26-26
35,81,48,Loamy,Cotton,23,41,48,NPK 10-26-26
23,88,51,Sandy,Pulses,41,56,49,NPK 14-35-14
22,51,35,Clayey,Rice,41,40,47,NPK 17-17-17
35,79,36,Red,Soybean,54,58,0,MOP
18,38,71,Black,Cotton,0,16,9,NPK 20-20-20
31,74,16,Clayey,Pulses,60,21,19,MOP
38,47,56,Loamy,Pulses,53,57,40,NPK 14-35-14
29,90,55,Sandy,Millets,44,26,31,NPK 10-26-26
35,41,45,Clayey,Barley,13,0,48,NPK 10-26-26
35,47,24,Red,Sugarcane,10,6,20,NPK 10-26-26
37,54,31,Loamy,Soybean,46,30,17,MOP
37,82,33,Clayey,Tobacco,53,33,14,MOP
40,58,76,Clayey,Barley,51,54,46,NPK 14-35-14
25,86,45,Black,Rice,33,55,2,MOP
27,52,73,Red,Maize,44,34,4,MOP
19,36,62,Sandy,Maize,2,56,19,NPK 14-35-14
19,60,80,Loamy,Cotton,11,30,45,Urea
32,78,24,Sandy,Millets,41,21,41,NPK 17-17-17
35,85,59,Loamy,Ground Nuts,33,14,32,DAP
30,58,24,Clayey,Millets,17,11,39,NPK 10-26-26
35,71,40,Black,Pulses,24,2,54,DAP
22,83,19,Clayey,Ground Nuts,4,41,56,Urea
39,65,78,Loamy,Rice,8,49,12,NPK 14-35-14
29,81,45,Clayey,Barley,29,54,52,NPK 14-35-14
26,63,42,Red,Rice,13,50,13,NPK 14-35-14
32,39,18,Loamy,Rice,31,46,3,MOP
35,84,32,Red,Tobacco,20,43,16,MOP
22,44,35,Black,Rice,38,50,43,NPK 14-35-14
30,39,28,Sandy,Cotton,11,34,41,Urea
25,49,28,Sandy,Pulses,2,15,16,NPK 20-20-20
37,61,19,Clayey,Millets,31,43,37,NPK 14-35-14
35,42,52,Clayey,Maize,33,32,24,NPK 10-26-26
19,39,28,Sandy,Millets,33,12,21,DAP
35,48,19,Black,Soybean,49,3,21,DAP
31,82,18,Red,Millets,38,26,15,MOP
36,67,20,Sandy,Tobacco,55,6,12,NPK 10-26-26
28,49,39,Red,Millets,11,42,1,NPK 14-35-14
22,61,26,Loamy,Pulses,0,16,3,NPK 20-20-20
30,62,79,Black,Rice,37,22,33,NPK 10-26-26
40,82,56,Clayey,Soybean,41,13,13,NPK 10-26-26
38,54,24,Red,Tobacco,13,3,14,NPK 20-20-20
20,58,72,Clayey,Cotton,2,13,6,NPK 20-20-20
28,64,63,Sandy,Cotton,17,28,41,Urea
37,65,79,Sandy,Wheat,47,39,42,NPK 17-17-17
18,38,45,Clayey,Soybean,27,54,24,NPK 14-35-14
26,54,40,Loamy,Millets,24,47,1,MOP
20,54,60,Red,Ground Nuts,11,13,49,NPK 10-26-26
27,87,60,Red,Ground Nuts,54,56,4,MOP
33,90,38,Sandy,Cotton,18,5,12,NPK 20-20-20
25,52,41,Sandy,Soybean,30,28,34,NPK 10-26-26
26,87,36,Sandy,Ground Nuts,20,10,53,DAP
31,68,41,Loamy,Barley,39,26,34,NPK 10-26-26
40,90,32,Clayey,Cotton,31,13,39,DAP
29,47,24,Sandy,Sugarcane,20,32,57,NPK 10-26-26
37,44,29,Red,Sugarcane,23,27,45,NPK 10-26-26
25,49,56,Clayey,Tobacco,42,19,6,NPK 10-26-26
37,36,34,Clayey,Cotton,54,28,17,MOP
26,61,63,Black,Soybean,2,36,18,NPK 10-26-26
40,75,66,Sandy,Millets,13,11,49,NPK 10-26-26
18,67,47,Red,Sugarcane,57,13,28,DAP
29,38,16,Sandy,Maize,14,16,19,NPK 20-20-20
21,75,47,Clayey,Ground Nuts,36,37,24,NPK 10-26-26
30,76,59,Sandy,Maize,25,54,10,MOP
25,77,44,Loamy,Millets,31,25,16,MOP
20,44,16,Loamy,Soybean,37,33,55,NPK 10-26-26
24,44,57,Sandy,Barley,2,13,59,NPK 10-26-26
29,81,26,Clayey,Cotton,41,25,8,MOP
34,67,59,Sandy,Maize,60,38,16,MOP
38,55,46,Sandy,Barley,13,30,49,Urea
30,69,38,Sandy,Millets,12,42,48,Urea
32,65,26,Loamy,Millets,13,41,33,Urea
25,51,25,Clayey,Sugarcane,33,15,10,NPK 10-26-26
27,44,53,Red,Cotton,55,21,52,NPK 17-17-17
30,69,69,Clayey,Ground Nuts,17,15,6,NPK 20-20-20
33,90,31,Sandy,Sugarcane,3,42,27,Urea
22,87,48,Black,Millets,42,2,40,DAP
34,69,25,Clayey,Pulses,28,0,12,NPK 10-26-26
21,87,64,Red,Pulses,40,43,13,MOP
19,43,41,Red,Barley,10,49,51,Urea
38,55,27,Clayey,Pulses,22,15,34,DAP
24,63,50,Red,Rice,36,15,41,DAP
22,49,69,Loamy,Tobacco,8,16,39,NPK 10-26-26
22,47,60,Clayey,Soybean,4,3,4,NPK 20-20-20
38,54,28,Clayey,Tobacco,33,39,55,NPK 10-26-26
27,71,69,Clayey,Barley,20,43,24,NPK 14-35-14
23,82,53,Black,Pulses,36,60,5,MOP
19,52,34,Red,Pulses,29,14,27,DAP
33,68,71,Loamy,Soybean,15,36,52,Urea
35,62,23,Loamy,Pulses,15,9,8,NPK 20-20-20
29,37,62,Clayey,Maize,54,58,9,MOP
30,72,52,Sandy,Maize,9,0,59,NPK 10-26-26
24,89,44,Loamy,Maize,59,12,4,NPK 10-26-26
38,51,18,Loamy,Millets,10,31,3,NPK 10-26-26
37,49,31,Red,Maize,58,37,4,MOP
38,76,78,Sandy,Rice,26,9,8,NPK 10-26-26
37,59,65,Loamy,Cotton,45,60,20,NPK 14-35-14
35,59,23,Black,Sugarcane,56,35,20,NPK 10-26-26
22,65,67,Red,Pulses,11,58,16,NPK 14-35-14
35,82,27,Black,Tobacco,2,20,30,Urea
19,59,76,Clayey,Maize,13,48,24,Urea
